TSP Name,TSP,Location,Location_Name,Location_Zone,Loc_Purp,All_Qty_Avail,Loc/QTI,Flow_Ind,IT,Design_Capacity,Operational_Capacity,TSQ,OAC,Eff_Gas_Day/Time,CycleDesc,Posting_Date/Time,Measurement_Basis,Pressure_Base
Kinetica Partners LLC,17960426,24024,024024-T-SS 193A BUYBACK RIP 523M-2911,1.0,MQ,Y,RDQ,D,Y,4500,4500,1,4499,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14011,014011-T-SS 182C #2 RIP 523M-2911,1.0,M2,Y,RDQ,R,Y,4500,4500,501,3999,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10932,010932-T-SS  154 E,1.0,M2,Y,RDQ,R,N,72204,72204,0,72204,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12438,012438-T-SNOW WELL,1.0,M2,Y,RDQ,R,Y,21000,21000,75,20925,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24020,024020-T-SP 24 Buyback,1.0,MQ,Y,RDQ,D,Y,2500,2500,400,2100,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14006,014006-T- Miami Corp,1.0,M2,Y,RDQ,R,Y,18000,18000,1000,17000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10688,010688-T-LAKE RACCOURCI DEHY,1.0,M2,Y,RDQ,R,Y,39193,39193,5900,33293,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12428,012428-T-S M I 72,1.0,M2,Y,RDQ,R,Y,38527,38527,651,37876,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24012,024012-T- ENLINK LIG GUEYDAN,1.0,MQ,Y,RDQ,D,Y,89422,55000,10000,45000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14003,014003-T-Hilcorp Homeplace,1.0,M2,Y,RDQ,R,Y,4709,4709,175,4534,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10665,010665-T-W D BLK DEHY 2,1.0,M2,Y,RDQ,R,N,141601,141601,9001,132600,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12308,012308-T-S TIM BLK 23,1.0,M2,Y,RDQ,R,Y,61456,61456,3000,58456,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24004,024004-T-SABINE-SW LATERAL,1.0,MQ,Y,RDQ,D,Y,300000,300000,1000,299000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12880,012880-T-VR 214 RIP 523M 175,1.0,M2,Y,RDQ,R,N,75000,75000,3027,71973,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10599,010599-T-MECOM LAKE WASHINGTON DEHY,1.0,M2,Y,RDQ,R,Y,24901,24901,4875,20026,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11970,011970-T-E I  224A,1.0,M2,Y,RDQ,R,N,122000,122000,0,122000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,20568,020568-T-VENICE LA TPORT  2,1.0,MQ,Y,RDQ,D,Y,272000,272000,32755,239245,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12815,012815-T-EGAN A SOUTH,1.0,M2,Y,RDQ,R,N,62000,35000,0,35000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10516,010516-T-S PASS BLK 24 DEHY,1.0,M2,Y,RDQ,R,Y,19058,19058,1,19057,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,501310,050131-T-PORT SULPHUR RECEIPT,1.0,M2,Y,RDQ,R,N,0,0,0,0,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11692,011692-T-SMI 106A,1.0,M2,Y,RDQ,R,Y,72492,72492,100,72392,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12745,012745-T-LITTLE PECAN ISLAND: RIP 507A 118,1.0,M2,Y,RDQ,R,Y,38991,38991,225,38766,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10428,010428-T-MP BLK 35 DEHY HALTER ISL,1.0,M2,Y,RDQ,R,Y,19898,19898,1,19897,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,18003,018003-T-Pecan Island Station 600,1.0,M2,Y,RDQ,R,Y,11000,11000,1750,9250,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11366,011366-T-VR 245 E,1.0,M2,Y,RDQ,R,N,131465,131465,1940,129525,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12650,012650-T-Discovery,1.0,M2,Y,RDQ,R,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24027,024027-T-TARGA SEAHAWK DELIVERY,1.0,MQ,Y,RDQ,D,N,68507,68507,0,68507,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14015,014015-T-SMI 58G Dehy,1.0,M2,Y,RDQ,R,Y,87724,87724,7649,80075,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11182,011182-T-SS 182 C,1.0,M2,Y,RDQ,R,N,29493,29493,520,28973,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12584,012584-T-WCAM BLK 18 ,1.0,M2,Y,RDQ,R,Y,200874,200874,4850,196024,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24025,024025-T-SS 169C BUYBACK RIP 523M-2911,1.0,MQ,Y,RDQ,D,N,4500,4500,0,4500,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14012,014012-T-SS 193A RIP 523M-2911,1.0,M2,Y,RDQ,R,Y,4500,4500,2,4498,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11069,011069-T-EI 257 D 1,1.0,M2,Y,RDQ,R,N,59082,59082,1,59081,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12516,012516-T-VENICE INTERCONNECT,1.0,M2,Y,RDQ,R,N,372243,200000,0,200000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24023,024023-T-SS 182C #2 BUYBACK RIP 523M-2911,1.0,MQ,Y,RDQ,D,Y,4500,4500,1,4499,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14007,014007-T-SMI 71:RIP 523M-135,1.0,M2,Y,RDQ,R,Y,21307,21307,1725,19582,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10839,010839-T-GI BLK 43 DEHY,1.0,M2,Y,RDQ,R,Y,474578,474578,1900,472678,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12435,012435-T-S M I 76 P,1.0,M2,Y,RDQ,R,Y,362317,362317,16953,345364,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24016,024016-T-EGAN GAP ARROWHEAD,1.0,MQ,Y,RDQ,D,N,51071,150000,0,150000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,14005,014005-T-South Lake Arthur,1.0,M2,Y,RDQ,R,Y,5200,5200,114,5086,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10668,010668-T-GI BLK 47 DEHY,1.0,M2,Y,RDQ,R,Y,63518,63518,296,63222,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12374,012374-T-GRAND ISLE DEHY 1,1.0,M2,Y,RDQ,R,N,181699,181699,1000,180699,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,24005,024005-T-Egan A CGT,1.0,MQ,Y,RDQ,D,N,50000,50000,0,50000,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12881,012881-T-VR 229A,1.0,M2,Y,RDQ,R,Y,75000,75000,10250,64750,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10641,010641-T-LAPEYROUSE PLANT DEHY,1.0,M2,Y,RDQ,R,Y,39510,39510,1,39509,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12289,012289-T-SS 45,1.0,M2,Y,RDQ,R,Y,29616,29616,99,29517,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,21032,021032-T-Discovery,1.0,MQ,Y,RDQ,D,Y,290000,289452,4311,285141,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12838,012838-T-E I 224 G: RIP 523M 8101,1.0,M2,Y,RDQ,R,Y,44485,44485,2500,41985,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10578,010578-T-WC BLK 20 DEHY,1.0,M2,Y,RDQ,R,Y,100283,100283,250,100033,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11802,011802-T-SS 198 J,1.0,M2,Y,RDQ,R,Y,109110,109110,3,109107,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,20554,020554-T-LIRETTE TPORT,1.0,MQ,Y,RDQ,D,Y,97593,81000,66035,14965,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,12812,012812-T-LONGHORN MEDUSA SP 55A: RIP 527A 2001,1.0,M2,Y,RDQ,R,Y,223450,223450,5117,218333,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,10442,010442-T-TIMBALIER BAY DEHY,1.0,M2,Y,RDQ,R,Y,64530,64530,200,64330,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,18036,018036-T-SMI 99,1.0,M2,Y,RDQ,R,N,92192,92192,3186,89006,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Kinetica Partners LLC,17960426,11691,011691-T-SS 181 B,1.0,M2,Y,RDQ,R,N,61657,61657,1,61656,08/25/2022 09:00:00 AM,Timely,08/24/2022 04:16:24 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,4235,Columbia Gulf Mainline             ,,SB,Y,STQ,BD,Y,500000,500000,25163,474837,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,822033/333,EGT Header Line CP                 ,,SB,Y,STQ,BD,Y,600000,600000,-29332,570668,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,822033/333,EGT Header Line CP                 ,,SB,Y,STQ,BD,Y,600000,600000,-29332,570668,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Perryville Gas Storage LLC,829608368,4235,Columbia Gulf Mainline             ,,SB,Y,STQ,BD,Y,500000,500000,25163,474837,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS4,AGS PennTex,,SB,Y,STQ,BD,N,200000,200000,0,200000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS3,AGS Regency,,SB,Y,STQ,BD,N,90000,90000,0,90000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS1,AGS EGT Line CP,,SB,Y,STQ,BD,N,500000,500000,0,500000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,810067/66,EGT Line CP,,SB,Y,STQ,BD,N,250000,250000,-15000,235000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS EGT Line F,AGS EGT Line F,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,PGS1,PGS EGT Header,,SB,Y,STQ,BD,N,600000,600000,0,600000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS2,AGS Tiger,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,79039,ETC Tiger Pipeline,,SB,Y,STQ,BD,N,250000,250000,-55388,194612,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS5,AGS Gulf South,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Evening,08/24/2022 09:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,810067/66,EGT Line CP,,SB,Y,STQ,BD,N,250000,250000,-15000,235000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS EGT Line F,AGS EGT Line F,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,PGS1,PGS EGT Header,,SB,Y,STQ,BD,N,600000,600000,0,600000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS2,AGS Tiger,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,79039,ETC Tiger Pipeline,,SB,Y,STQ,BD,N,250000,250000,-55388,194612,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS5,AGS Gulf South,,SB,Y,STQ,BD,N,250000,250000,0,250000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS4,AGS PennTex,,SB,Y,STQ,BD,N,200000,200000,0,200000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS3,AGS Regency,,SB,Y,STQ,BD,N,90000,90000,0,90000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
Cadeville Gas Storage LLC,831056168,AGS1,AGS EGT Line CP,,SB,Y,STQ,BD,N,500000,500000,0,500000,08/25/2022 09:00:00 AM,Timely,08/24/2022 05:05:00 PM,Million BTUs (DTH),14.73 psia
